4,1024,1024,16173000,100000
8,1024,1024,35114000,100000
16,1024,1024,38609000,100000
32,1024,1024,38624000,100000
64,1024,1024,43117000,100000
128,1024,1024,64586000,100000
256,1024,1024,50266000,100000
512,1024,1024,67076000,100000
1024,1024,1024,66542000,100000
2048,1024,1024,77692000,100000
4096,1024,1024,81032000,100000
8192,1024,1024,98881000,100000
16384,1024,1024,114346000,100000
32768,1024,1024,142753000,100000
65536,1024,1024,173146000,100000
131072,1024,1024,233161000,100000
262144,1024,1024,277027000,100000
4,1024,1024,2736000,10000
8,1024,1024,2067000,10000
16,1024,1024,2637000,10000
32,1024,1024,3771000,10000
64,1024,1024,4734000,10000
128,1024,1024,5460000,10000
256,1024,1024,5887000,10000
512,1024,1024,6301000,10000
1024,1024,1024,6900000,10000
2048,1024,1024,7645000,10000
4096,1024,1024,9019000,10000
8192,1024,1024,10020000,10000
16384,1024,1024,11465000,10000
32768,1024,1024,13840000,10000
65536,1024,1024,17538000,10000
131072,1024,1024,22688000,10000
262144,1024,1024,29874000,10000
524288,1024,1024,37005000,10000
1024,4194304,4,49000,100
1024,4194304,8,55000,100
1024,4194304,16,76000,100
1024,4194304,32,76000,100
1024,4194304,64,84000,100
1024,4194304,128,77000,100
1024,4194304,256,77000,100
1024,4194304,512,77000,100
1024,4194304,1024,93000,100
1024,4194304,2048,121000,100
1024,4194304,4096,127000,100
1024,4194304,8192,177000,100
1024,4194304,16384,271000,100
1024,4194304,32768,441000,100
1024,4194304,65536,834000,100
1024,4194304,131072,1548000,100
1024,4194304,262144,3007000,100
1024,4194304,524288,5876000,100
1024,4194304,1048576,11639000,100
1024,4194304,2097152,23016000,100
1024,4194304,4194304,60878000,100
1024,4,1024,26000,100
1024,8,1024,25000,100
1024,16,1024,47000,100
1024,32,1024,54000,100
1024,64,1024,59000,100
1024,128,1024,63000,100
1024,256,1024,66000,100
1024,512,1024,63000,100
1024,1024,1024,77000,100
1024,2048,1024,70000,100
1024,4096,1024,80000,100
1024,8192,1024,70000,100
1024,16384,1024,86000,100
1024,32768,1024,73000,100
1024,65536,1024,88000,100
1024,131072,1024,79000,100
1024,262144,1024,80000,100
1024,524288,1024,79000,100
1024,1048576,1024,86000,100
1024,2097152,1024,101000,100
1024,4194304,1024,105000,100
1024,8388608,1024,99000,100
1024,16777216,1024,106000,100
4,1024,1024,1962000,10000
8,1024,1024,2762000,10000
16,1024,1024,3280000,10000
32,1024,1024,4346000,10000
64,1024,1024,4621000,10000
128,1024,1024,5395000,10000
256,1024,1024,5852000,10000
512,1024,1024,6985000,10000
1024,1024,1024,7214000,10000
2048,1024,1024,7789000,10000
4096,1024,1024,9693000,10000
8192,1024,1024,9477000,10000
16384,1024,1024,11619000,10000
32768,1024,1024,14051000,10000
65536,1024,1024,17014000,10000
131072,1024,1024,21389000,10000
262144,1024,1024,30905000,10000
524288,1024,1024,36864000,10000
1024,4194304,4,50000,100
1024,4194304,8,51000,100
1024,4194304,16,66000,100
1024,4194304,32,84000,100
1024,4194304,64,88000,100
1024,4194304,128,72000,100
1024,4194304,256,132000,100
1024,4194304,512,93000,100
1024,4194304,1024,139000,100
1024,4194304,2048,117000,100
1024,4194304,4096,174000,100
1024,4194304,8192,285000,100
1024,4194304,16384,329000,100
1024,4194304,32768,544000,100
1024,4194304,65536,884000,100
1024,4194304,131072,1629000,100
1024,4194304,262144,2924000,100
1024,4194304,524288,6402000,100
1024,4194304,1048576,11492000,100
1024,4194304,2097152,22494000,100
1024,4194304,4194304,56498000,100
1024,4,1024,24000,100
1024,8,1024,25000,100
1024,16,1024,55000,100
1024,32,1024,58000,100
1024,64,1024,58000,100
1024,128,1024,64000,100
1024,256,1024,65000,100
1024,512,1024,64000,100
1024,1024,1024,78000,100
1024,2048,1024,77000,100
1024,4096,1024,69000,100
1024,8192,1024,87000,100
1024,16384,1024,71000,100
1024,32768,1024,77000,100
1024,65536,1024,80000,100
1024,131072,1024,82000,100
1024,262144,1024,94000,100
1024,524288,1024,86000,100
1024,1048576,1024,104000,100
1024,2097152,1024,117000,100
1024,4194304,1024,139000,100
1024,8388608,1024,92000,100
