1024,4194304,4,62174000,100
1024,4194304,8,40489000,100
1024,4194304,16,49306000,100
1024,4194304,32,75528000,100
1024,4194304,64,80309000,100
1024,4194304,128,83709000,100
1024,4194304,256,87578000,100
1024,4194304,512,94985000,100
1024,4194304,1024,103718000,100
1024,4194304,2048,121270000,100
1024,4194304,4096,159526000,100
1024,4194304,8192,193721000,100
1024,4194304,16384,284390000,100
1024,4194304,32768,482170000,100
1024,4194304,65536,849820000,100
1024,4194304,131072,1593908000,100
1024,4194304,262144,3075093000,100
1024,4194304,524288,6169422000,100
1024,4194304,1048576,12262759000,100
1024,4194304,2097152,24907783000,100
1024,4194304,4194304,67767083000,100
1024,4,1024,30813000,100
1024,8,1024,30747000,100
1024,16,1024,44730000,100
1024,32,1024,91892000,100
1024,64,1024,92663000,100
1024,128,1024,94130000,100
1024,256,1024,95324000,100
1024,512,1024,100991000,100
1024,1024,1024,106658000,100
1024,2048,1024,102760000,100
1024,4096,1024,100841000,100
1024,8192,1024,101766000,100
1024,16384,1024,102973000,100
1024,32768,1024,103448000,100
1024,65536,1024,112761000,100
1024,131072,1024,107764000,100
1024,262144,1024,108193000,100
1024,524288,1024,102926000,100
1024,1048576,1024,105740000,100
1024,2097152,1024,105251000,100
1024,4194304,1024,107552000,100
4,1024,1024,381000,100
8,1024,1024,299000,100
16,1024,1024,602000,100
32,1024,1024,1548000,100
64,1024,1024,3680000,100
128,1024,1024,8809000,100
256,1024,1024,20376000,100
512,1024,1024,46219000,100
1024,1024,1024,110816000,100
2048,1024,1024,233720000,100
4096,1024,1024,526881000,100
8192,1024,1024,1181246000,100
16384,1024,1024,2661815000,100
32768,1024,1024,6116016000,100
65536,1024,1024,13874585000,100
131072,1024,1024,39192655000,100
262144,1024,1024,77325839000,100
524288,1024,1024,224343296000,100
