1024,4194304,4,15000,100
1024,4194304,8,20000,100
1024,4194304,16,26000,100
1024,4194304,32,29000,100
1024,4194304,64,29000,100
1024,4194304,128,34000,100
1024,4194304,256,44000,100
1024,4194304,512,109000,100
1024,4194304,1024,75000,100
1024,4194304,2048,111000,100
1024,4194304,4096,236000,100
1024,4194304,8192,311000,100
1024,4194304,16384,598000,100
1024,4194304,32768,1098000,100
1024,4194304,65536,2056000,100
1024,4194304,131072,4026000,100
1024,4194304,262144,7756000,100
1024,4194304,524288,15089000,100
1024,4194304,1048576,29563000,100
1024,4194304,2097152,58700000,100
1024,4194304,4194304,120540000,100
1024,4,1024,5000,100
1024,8,1024,5000,100
1024,16,1024,8000,100
1024,32,1024,8000,100
1024,64,1024,8000,100
1024,128,1024,14000,100
1024,256,1024,12000,100
1024,512,1024,22000,100
1024,1024,1024,51000,100
1024,2048,1024,58000,100
1024,4096,1024,71000,100
1024,8192,1024,72000,100
1024,16384,1024,66000,100
1024,32768,1024,71000,100
1024,65536,1024,70000,100
1024,131072,1024,70000,100
1024,262144,1024,67000,100
1024,524288,1024,83000,100
1024,1048576,1024,69000,100
1024,2097152,1024,76000,100
1024,4194304,1024,209000,100
4,1024,1024,3567000,10000
8,1024,1024,3763000,10000
16,1024,1024,3577000,10000
32,1024,1024,3909000,10000
64,1024,1024,3831000,10000
128,1024,1024,4465000,10000
256,1024,1024,4292000,10000
512,1024,1024,4498000,10000
1024,1024,1024,5023000,10000
2048,1024,1024,6014000,10000
4096,1024,1024,5650000,10000
8192,1024,1024,6344000,10000
16384,1024,1024,7036000,10000
32768,1024,1024,7631000,10000
65536,1024,1024,7664000,10000
131072,1024,1024,8574000,10000
262144,1024,1024,9367000,10000
524288,1024,1024,11339000,10000
