1024,4194304,4,38000,100
1024,4194304,8,40000,100
1024,4194304,16,52000,100
1024,4194304,32,94000,100
1024,4194304,64,87000,100
1024,4194304,128,105000,100
1024,4194304,256,120000,100
1024,4194304,512,153000,100
1024,4194304,1024,122000,100
1024,4194304,2048,122000,100
1024,4194304,4096,179000,100
1024,4194304,8192,223000,100
1024,4194304,16384,391000,100
1024,4194304,32768,584000,100
1024,4194304,65536,961000,100
1024,4194304,131072,1675000,100
1024,4194304,262144,3117000,100
1024,4194304,524288,6360000,100
1024,4194304,1048576,12356000,100
1024,4194304,2097152,26111000,100
1024,4194304,4194304,73942000,100
1024,4,1024,30000,100
1024,8,1024,26000,100
1024,16,1024,40000,100
1024,32,1024,96000,100
1024,64,1024,93000,100
1024,128,1024,169000,100
1024,256,1024,95000,100
1024,512,1024,108000,100
1024,1024,1024,112000,100
1024,2048,1024,109000,100
1024,4096,1024,112000,100
1024,8192,1024,109000,100
1024,16384,1024,108000,100
1024,32768,1024,114000,100
1024,65536,1024,115000,100
1024,131072,1024,117000,100
1024,262144,1024,190000,100
1024,524288,1024,122000,100
1024,1048576,1024,111000,100
1024,2097152,1024,110000,100
1024,4194304,1024,152000,100
4,1024,1024,3752000,10000
8,1024,1024,5271000,10000
16,1024,1024,3314000,10000
32,1024,1024,6860000,10000
64,1024,1024,7239000,10000
128,1024,1024,8511000,10000
256,1024,1024,8650000,10000
512,1024,1024,10141000,10000
1024,1024,1024,10746000,10000
2048,1024,1024,12800000,10000
4096,1024,1024,15841000,10000
8192,1024,1024,15976000,10000
16384,1024,1024,17409000,10000
32768,1024,1024,21082000,10000
65536,1024,1024,23630000,10000
131072,1024,1024,40427000,10000
262144,1024,1024,37483000,10000
524288,1024,1024,43350000,10000
