1024,4194304,4,73960000,100
1024,4194304,8,59947000,100
1024,4194304,16,58054000,100
1024,4194304,32,60721000,100
1024,4194304,64,60564000,100
1024,4194304,128,64673000,100
1024,4194304,256,67509000,100
1024,4194304,512,80030000,100
1024,4194304,1024,96285000,100
1024,4194304,2048,138961000,100
1024,4194304,4096,213965000,100
1024,4194304,8192,357151000,100
1024,4194304,16384,633432000,100
1024,4194304,32768,1180812000,100
1024,4194304,65536,2298306000,100
1024,4194304,131072,4410293000,100
1024,4194304,262144,8575999000,100
1024,4194304,524288,16848906000,100
1024,4194304,1048576,33358921000,100
1024,4194304,2097152,66928152000,100
1024,4194304,4194304,141518129000,100
1024,4,1024,34354000,100
1024,8,1024,34524000,100
1024,16,1024,36298000,100
1024,32,1024,36095000,100
1024,64,1024,36871000,100
1024,128,1024,39134000,100
1024,256,1024,44897000,100
1024,512,1024,53322000,100
1024,1024,1024,89505000,100
1024,2048,1024,93602000,100
1024,4096,1024,97653000,100
1024,8192,1024,93748000,100
1024,16384,1024,93676000,100
1024,32768,1024,97828000,100
1024,65536,1024,100956000,100
1024,131072,1024,94796000,100
1024,262144,1024,96016000,100
1024,524288,1024,93329000,100
1024,1048576,1024,96914000,100
1024,2097152,1024,96655000,100
1024,4194304,1024,97258000,100
4,1024,1024,1265000,100
8,1024,1024,477000,100
16,1024,1024,931000,100
32,1024,1024,1966000,100
64,1024,1024,4090000,100
128,1024,1024,10231000,100
256,1024,1024,21256000,100
512,1024,1024,43977000,100
1024,1024,1024,85890000,100
2048,1024,1024,182859000,100
4096,1024,1024,394182000,100
8192,1024,1024,835871000,100
16384,1024,1024,1886576000,100
32768,1024,1024,4238597000,100
65536,1024,1024,8592195000,100
131072,1024,1024,23772599000,100
262144,1024,1024,44646547000,100
524288,1024,1024,114436925000,100
1024,4194304,4,91591000,100,0
1024,4194304,8,64455000,100,0
1024,4194304,16,67169000,100,0
1024,4194304,32,69430000,100,0
1024,4194304,64,68804000,100,0
1024,4194304,4,893000,1,0
1024,4,1024,40593000,100,0
1024,4,1024,42009000,100,0
1024,4,1024,948198000,100,0
1024,4,1024,867206000,100,0
1024,8,1024,806748000,100,0
1024,4,1024,834074000,100,0
